title,fullsize,thumb
IMG_6004,IMG_6004.JPG,IMG_6004_250.JPG,
IMG_6085,IMG_6085.JPG,IMG_6085_250.JPG,
IMG_6396,IMG_6396.JPG,IMG_6396_250.JPG,
P1010680,P1010680.JPG,P1010680_small_150x199.JPG
Lead flashing kit,P1010682.JPG,P1010682_small_150x112.JPG
Franco Belge NK2 8kw,stove_and_mali_feb_005.jpg,stove_and_mali_feb_005_small_150x112.jpg
Vitreous enamel into Nova twinwall flu system,stove_and_mali_feb_009__1_.jpg,stove_and_mali_feb_009__1__small_150x200.jpg
External Stainless Flu,P1010110_large_393x1000.JPG,P1010110_small_150x381.JPG
Neggara twin wall flu system, 135T with soot trap,P1010111_small_150x159.JPG
Neggara Twinwall with rain cap and wall brackets,P1010112.JPG,P1010112_small_150x199.JPG
DSC03435,DSC03435.JPG,DSC03435_small_150x200.JPG
Nova Twinwall flu system in black,DSC03442.JPG,DSC03442_small_150x200.JPG
Anti Downdraft rain cap for twinwall system,DSC03431.JPG,DSC03431_small_150x200.JPG
P1010852,P1010852.JPG,P1010852_small_150x200.JPG
Nover twinwall tapered starter pipe,P1010853.JPG,P1010853_small_150x200.JPG
Saey 200,P1020031.JPG,P1020031_small_150x200.JPG
Stovax Riva Vision 5kw defra approved,P1010876.jpg,P1010876_small_150x200.jpg
Flat roof twin wall flashing kit, storm collar and rain cap,P1010877_small_150x112.jpg
Twin wall flexi flu installation 150mm,P1010686.JPG,P1010686_small_150x200.JPG
Morso 7600 6.2kw woodburner,P1010788.JPG,P1010788_small_150x112.JPG
Morso 7600 6.2 woodburner with brick built logstore,P1010789.JPG,P1010789_small_150x112.JPG
Morso woodburner and logstore,P1010790.JPG,P1010790_small_150x200.JPG
Firefox 8kw Defra exempt,P1020141.JPG,P1020141_small_150x200.JPG
Twin Wall Flu 135 T piece with soot trap,P1020142.JPG,P1020142_small_150x112.JPG
Twinwall flu system with offset around window and guttering with universal roof support,P1020143.JPG,P1020143_small_150x200.JPG
Aarow Ecoburn 5 with vitreous enamel pipe going into Nova 135 T,P1020117.JPG,P1020117_small_150x200.JPG
P1020118,P1020118.JPG,P1020118_small_150x200.JPG
Stovax Brunel 6kw multi fuel stove,P1010773.JPG,P1010773_small_150x112.JPG
Stovax Stockton 5kw,P1010689.JPG,P1010689_small_150x112.JPG
Aga Little Wenlock SE 5kw defra approved multi fuel stove,P1020122.JPG,P1020122_small_150x112.JPG
Esse MF 200,P1020189.JPG,P1020189_small_150x112.JPG
Stovax Huntington 25 4.9kw multi fuel stove,P1020190.JPG,P1020190_small_150x112.JPG
Clearview Vision 600,P1010687.JPG,P1010687_small_150x112.JPG
Villager 7kw,P1010109.JPG,P1010109_small_150x136.JPG
Morso Badger Convection 5kw multi fuel stove.  Defra approved,P1020120.JPG,P1020120_small_150x112.JPG
Clearview Vision 500,P1010778.JPG,P1010778_small_150x112.JPG
Stovax Stockton 5kw,P1010584_1200.JPG,P1010584_1200_small_150x112.JPG
Vitreous stove pipe and register plate,P1010583_1200.JPG,P1010583_1200_small_150x112.JPG
Rais Viva revolving 4.7kw defra approved,P1010855.JPG,P1010855_small_150x200.JPG
Rais Viva revolving 4.7kw defra approved woodburner,P1010856.JPG,P1010856_small_150x200.JPG
Firebelly FB1DS 6kw double fronted stove,P1010861.JPG,P1010861_small_150x112.JPG
Firebelly 6kw double frontedb stove,P1010862.JPG,P1010862_small_150x112.JPG
Stovax Stockton 8kw double fronted stove,P1010839.JPG,P1010839_small_150x112.JPG
Stovax double fronted stove,P1010840.JPG,P1010840_small_150x112.JPG
Breakout and expose original fireplace, fit lintel,P1010873_small_150x112.jpg
Morso Squirell,P1010881.jpg,P1010881_small_150x112.jpg
Break out existing chamber and enlarge ready for stove install,P1020192.JPG,P1020192_small_150x112.JPG
Fit Oak lintel and render chamber,P1020193.JPG,P1020193_small_150x112.JPG
Stovax Huntington 25 4.9kw with smoke kit,P1020194.JPG,P1020194_small_150x112.JPG
Slate tiled hearth with Stovax Stockton 5kw multi fuel stove,P1020080.JPG,P1020080_small_150x112.JPG
Pot hanging cowl,P1020081.JPG,P1020081_small_150x200.JPG
Remove 1950,s style fireplace,P1020137_small_150x112.JPG
Fit lintel and render/plaster and lay slate hearth prior to stove installation,P1020138.JPG,P1020138_small_150x112.JPG
Stovax Stockton 5,P1020186.JPG,P1020186_small_150x112.JPG
Multi Fuel rain cap with bird cowl,P1010626_1000.JPG,P1010626_1000_small_150x112.JPG
Nice view from here,P1010627_1200.JPG,P1010627_1200_small_150x112.JPG
Rain cowl and bird guard,6.jpg,6_small_150x112.jpg
Nova 150mm twin wall flu system,4.jpg,4_small_150x215.jpg
Nova twinwall flu with lead flashing kit and raincap,P1010792.JPG,P1010792_small_150x112.JPG
